WELL_ID,TOWN,STREET_NUMBER,STREET_NAME,Address,LATITUDE,LONGITUDE,DATE_COMPLETE,WELL_TYPE,WORKPERFORMED,TOTAL_DEPTH,DEPTH_TO_BEDROCK,WATER_LEVEL,Numeric Water Level
257098,Ashfield,,Watson Spruce Corner Road, Watson Spruce Corner Road Ashfield MA,,,9/28/1989,Domestic,New Well,140,25,10,10
257099,Ashfield,,Bug Hill Road, Bug Hill Road Ashfield MA,,,9/28/1989,Domestic,New Well,140,12,12,12
257100,Ashfield,,Baptist Corner Road, Baptist Corner Road Ashfield MA,,,11/15/1995,Domestic,New Well,260,100,22,22
257102,Ashfield,,Bailey Road, Bailey Road Ashfield MA,,,10/31/1995,Domestic,New Well,335,8,62,62
257105,Ashfield,,Spruce Corner Road, Spruce Corner Road Ashfield MA,,,8/24/1989,Domestic,New Well,325,27,50,50
257106,Ashfield,,Route 112, Route 112 Ashfield MA,,,9/26/1989,Domestic,New Well,220,6,22,22
257113,Ashfield,52,South Street,52 South Street Ashfield MA,,,9/29/1995,Domestic,New Well,140,41,11,11
257116,Ashfield,,Spruce Corner Road, Spruce Corner Road Ashfield MA,,,9/7/1995,Public Water Supply,New Well,380,83,Overflow,0
257119,Ashfield,,Watson Spruce Corner Road, Watson Spruce Corner Road Ashfield MA,,,9/27/1995,Domestic,New Well,140,6,20,20
257121,Ashfield,,Steady Lane Road, Steady Lane Road Ashfield MA,,,8/28/1995,Domestic,New Well,120,42,0,0
257136,Ashfield,1679,West Road,1679 West Road Ashfield MA,,,7/19/1995,Domestic,New Well,240,10,50,50
257137,Ashfield,,Briar Hill Road, Briar Hill Road Ashfield MA,,,6/1/1996,Domestic,New Well,,5,35,35
257141,Ashfield,,March Road, March Road Ashfield MA,,,5/10/1995,Domestic,New Well,320,5,15,15
257143,Ashfield,,Elmers Corner Road, Elmers Corner Road Ashfield MA,,,3/29/1995,Domestic,New Well,102,86,Overflow,0
257144,Ashfield,,Steady Lane Road, Steady Lane Road Ashfield MA,,,11/30/1994,Domestic,New Well,100,33,20,20
257145,Ashfield,,Bug Hill Road, Bug Hill Road Ashfield MA,,,10/27/1994,Domestic,New Well,120,4,10,10
257146,Ashfield,,Cape Street, Cape Street Ashfield MA,,,9/30/1999,Domestic,New Well,180,4,2,2
257148,Ashfield,,Baptist Corner Road, Baptist Corner Road Ashfield MA,,,9/27/1999,Domestic,New Well,300,44,,0
257149,Ashfield,,Beldenville Road, Beldenville Road Ashfield MA,,,7/26/1994,Domestic,New Well,180,40,8,8
257153,Ashfield,,Route 116, Route 116 Ashfield MA,,,7/15/1994,Domestic,New Well,415,148,82,82
257155,Ashfield,,Bellus Road, Bellus Road Ashfield MA,,,6/23/1994,Domestic,New Well,290,7,35,35
257156,Ashfield,,Bear Mountain Road, Bear Mountain Road Ashfield MA,,,5/2/1994,Domestic,New Well,200,52,20,20
257168,Ashfield,,Watson Road, Watson Road Ashfield MA,,,4/24/1989,Domestic,New Well,100,2.5,10,10
257171,Ashfield,,Baptist Corner Road, Baptist Corner Road Ashfield MA,,,4/14/1989,Domestic,New Well,180,5,,0
257172,Ashfield,,West Road, West Road Ashfield MA,,,12/29/1988,Domestic,New Well,280,6,20,20
257173,Ashfield,,Hill Road, Hill Road Ashfield MA,,,12/28/1988,Domestic,New Well,190,138,20,20
257174,Ashfield,,Hawley Road, Hawley Road Ashfield MA,,,12/23/1988,Domestic,New Well,200,4,20,20
257176,Ashfield,,Watson Spruce Corner, Watson Spruce Corner Ashfield MA,,,5/20/1988,Domestic,New Well,120,13,,0
257184,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,5/9/1988,Domestic,New Well,260,21,,0
257244,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,5/9/1988,Domestic,New Well,100,22,,0
257245,Ashfield,482,Watson Spruce Corner Road,482 Watson Spruce Corner Road Ashfield MA,,,8/15/1989,Domestic,New Well,125,7,20,20
257246,Ashfield,,Watson Road, Watson Road Ashfield MA,,,7/19/1989,Domestic,New Well,105,7,15,15
257247,Ashfield,,Emmett Road, Emmett Road Ashfield MA,,,7/13/1989,Domestic,New Well,160,5,20,20
257248,Ashfield,,Bug Hill Road, Bug Hill Road Ashfield MA,,,7/7/1989,Domestic,New Well,140,50,20,20
257249,Ashfield,,March Road, March Road Ashfield MA,,,6/27/1989,Domestic,New Well,,,45,45
257250,Ashfield,,Watson Road, Watson Road Ashfield MA,,,6/15/1989,Domestic,New Well,220,1.5,20,20
257251,Ashfield,,Hawley Road, Hawley Road Ashfield MA,,,5/25/1989,Domestic,New Well,160,4,20,20
257252,Ashfield,,Buckland Road, Buckland Road Ashfield MA,,,3/22/1988,Domestic,New Well,240,51,,0
257253,Ashfield,,Watson Road, Watson Road Ashfield MA,,,5/22/1989,Domestic,New Well,120,3,20,20
257254,Ashfield,,Beldingville Road, Beldingville Road Ashfield MA,,,3/7/1988,Domestic,New Well,240,6,,0
257255,Ashfield,,Creamery Road, Creamery Road Ashfield MA,,,5/6/1989,Domestic,New Well,180,66,0,0
257256,Ashfield,1120,Conway Road,1120 Conway Road Ashfield MA,,,5/1/1989,Domestic,New Well,140,81,0,0
257257,Ashfield,,Route 116, Route 116 Ashfield MA,,,5/1/1989,Domestic,New Well,220,15,14,14
257258,Ashfield,,Watson Road, Watson Road Ashfield MA,,,2/24/1988,Domestic,New Well,180,3,,0
257259,Ashfield,,Plainfield Road, Plainfield Road Ashfield MA,,,5/1/1989,Domestic,New Well,240,14,14,14
257261,Ashfield,,Hawley Road, Hawley Road Ashfield MA,,,2/23/1988,Domestic,New Well,140,18,,0
257262,Ashfield,,Route 112, Route 112 Ashfield MA,,,3/23/1986,Domestic,New Well,155,12,10,10
257263,Ashfield,,Sears Road, Sears Road Ashfield MA,,,1/3/1986,Domestic,New Well,200,100,15,15
257264,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,2/2/1988,Domestic,New Well,265,24,1,1
257265,Ashfield,,Watson Spruce Corner Road, Watson Spruce Corner Road Ashfield MA,,,12/8/1985,Domestic,New Well,260,8,25,25
257266,Ashfield,,Tatro Road, Tatro Road Ashfield MA,,,12/6/1985,Domestic,New Well,70,,15,15
257267,Ashfield,,Spruce Corner Road, Spruce Corner Road Ashfield MA,,,10/14/1988,Domestic,New Well,180,15,,0
257268,Ashfield,,Hawley Road, Hawley Road Ashfield MA,,,11/6/1985,Domestic,New Well,180,19,,0
257269,Ashfield,,Watson Road, Watson Road Ashfield MA,,,10/24/1985,Domestic,New Well,100,2,30,30
257270,Ashfield,,March Road, March Road Ashfield MA,,,10/3/1988,Domestic,New Well,140,3,30,30
257271,Ashfield,,Conway Road, Conway Road Ashfield MA,,,10/23/1985,Domestic,New Well,180,140,7,7
257272,Ashfield,1425,West Road,1425 West Road Ashfield MA,,,10/10/1985,Domestic,New Well,300,,40,40
257273,Ashfield,,Bear Swamp Road, Bear Swamp Road Ashfield MA,,,9/20/1985,Domestic,New Well,520,10,20,20
257274,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,9/13/1985,Domestic,New Well,325,20,,0
257275,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,8/15/1985,Domestic,New Well,300,4,45,45
257276,Ashfield,,Brier Road, Brier Road Ashfield MA,,,8/10/1985,Domestic,New Well,73,,10,10
257277,Ashfield,,Spruce Corner Road, Spruce Corner Road Ashfield MA,,,9/11/1988,Domestic,New Well,400,5,25,25
257278,Ashfield,,Apple Valley Road, Apple Valley Road Ashfield MA,,,8/18/1988,Domestic,New Well,120,50,,0
257279,Ashfield,,Phillips Road, Phillips Road Ashfield MA,,,8/6/1985,Domestic,New Well,200,4,,0
257280,Ashfield,,March Road, March Road Ashfield MA,,,8/17/1988,Domestic,New Well,180,6,12,12
257281,Ashfield,,West Road, West Road Ashfield MA,,,8/11/1988,Domestic,New Well,235,,Overflowing,0
257282,Ashfield,,Strahaker Road, Strahaker Road Ashfield MA,,,8/8/1988,Domestic,New Well,160,30,,0
257283,Ashfield,,Brown Road, Brown Road Ashfield MA,,,8/3/1988,Domestic,New Well,200,5,,0
257285,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,7/24/1985,Domestic,New Well,204,14,40,40
257286,Ashfield,,Route 112, Route 112 Ashfield MA,,,6/29/1988,Domestic,New Well,140,17,,0
257287,Ashfield,,Ranney Corner Road, Ranney Corner Road Ashfield MA,,,7/3/1985,Domestic,New Well,180,126,40,40
257288,Ashfield,,Hawley Road, Hawley Road Ashfield MA,,,6/10/1988,Domestic,New Well,100,13,,0
257289,Ashfield,,Route 116, Route 116 Ashfield MA,,,7/2/1985,Domestic,New Well,140,6,15,15
257290,Ashfield,,Hawley Road, Hawley Road Ashfield MA,,,6/10/1988,Domestic,New Well,80,8,,0
257291,Ashfield,,West Road, West Road Ashfield MA,,,12/1/1987,Domestic,New Well,100,31,,0
257292,Ashfield,,,  Ashfield MA,,,4/8/1985,Domestic,New Well,140,100,2,2
257293,Ashfield,,,  Ashfield MA,,,3/27/1985,Domestic,New Well,140,2,23,23
257294,Ashfield,,West Road, West Road Ashfield MA,,,12/1/1987,Domestic,New Well,80,,,0
257295,Ashfield,,Creamery Road, Creamery Road Ashfield MA,,,12/18/1984,Domestic,New Well,280,57,15,15
257296,Ashfield,,Spruce Corner Road, Spruce Corner Road Ashfield MA,,,12/3/1987,Domestic,New Well,305,62,40,40
257297,Ashfield,,Watson Road, Watson Road Ashfield MA,,,11/11/1987,Domestic,New Well,80,9,20,20
257298,Ashfield,,March Road, March Road Ashfield MA,,,11/7/1984,Domestic,New Well,220,10,,0
257299,Ashfield,,West Street, West Street Ashfield MA,,,9/26/1984,Domestic,New Well,200,78,25,25
257300,Ashfield,,West Road, West Road Ashfield MA,,,8/31/1984,Domestic,New Well,150,15,45,45
257301,Ashfield,,Bullitt Road, Bullitt Road Ashfield MA,,,8/10/1984,Domestic,New Well,80,,18,18
257302,Ashfield,,Route 112, Route 112 Ashfield MA,,,7/7/1984,Domestic,New Well,295,16,10,10
257304,Ashfield,,Route 112, Route 112 Ashfield MA,,,7/10/1984,Domestic,New Well,88,,4,4
257305,Ashfield,,Hawley Road, Hawley Road Ashfield MA,,,10/26/1987,Domestic,New Well,180,4,25,25
257307,Ashfield,,Route 112, Route 112 Ashfield MA,,,7/7/1984,Domestic,New Well,225,24,15,15
257308,Ashfield,,West Road, West Road Ashfield MA,,,10/22/1987,Domestic,New Well,160,72,,0
257309,Ashfield,,,  Ashfield MA,,,4/6/1984,Domestic,New Well,180,37,50,50
257310,Ashfield,2,Beldingville Road,2 Beldingville Road Ashfield MA,,,7/12/1987,Domestic,New Well,280,90,,0
257312,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,7/4/1987,Domestic,New Well,180,14,,0
257313,Ashfield,,Watson Spruce Corner Road, Watson Spruce Corner Road Ashfield MA,,,6/12/1987,Domestic,New Well,180,33,10,10
257314,Ashfield,,Route 12, Route 12 Ashfield MA,,,6/15/1987,Domestic,New Well,240,7,,0
257318,Ashfield,,Clesson Brook Road, Clesson Brook Road Ashfield MA,,,5/26/1987,Domestic,New Well,120,50,6,6
257320,Ashfield,,Route 112, Route 112 Ashfield MA,,,4/30/1987,Domestic,New Well,160,140,10,10
257322,Ashfield,,Lilliput Road, Lilliput Road Ashfield MA,,,4/24/1987,Domestic,New Well,240,20,10,10
257323,Ashfield,,West Road, West Road Ashfield MA,,,4/23/1987,Domestic,New Well,140,7,9,9
257324,Ashfield,,Stroheker Road, Stroheker Road Ashfield MA,,,2/1/1984,Domestic,New Well,150,26,,0
257325,Ashfield,,,  Ashfield MA,,,10/1/1983,Domestic,New Well,170,12,42,42
257326,Ashfield,20,Norton Hill,20 Norton Hill Ashfield MA,,,4/17/1987,Domestic,New Well,150,58,,0
257327,Ashfield,,West Street, West Street Ashfield MA,,,8/1/1983,Domestic,New Well,190,125,20,20
257328,Ashfield,,Bug Hill Road, Bug Hill Road Ashfield MA,,,8/1/1983,Domestic,New Well,235,4,15,15
257329,Ashfield,,Cape Street, Cape Street Ashfield MA,,,8/1/1983,Domestic,New Well,160,22,15,15
257330,Ashfield,,,  Ashfield MA,,,9/16/1982,Domestic,New Well,130,11,15,15
257331,Ashfield,,Hawley Road, Hawley Road Ashfield MA,,,9/18/1981,Domestic,New Well,100,4,15,15
257332,Ashfield,,Plainfield Road, Plainfield Road Ashfield MA,,,9/15/1981,Domestic,New Well,150,18,20,20
257333,Ashfield,,E. Buckland Road, E. Buckland Road Ashfield MA,,,9/15/1981,Domestic,New Well,175,3.5,40,40
257334,Ashfield,,Norton Hill Road, Norton Hill Road Ashfield MA,,,4/16/1987,Domestic,New Well,80,47,,0
257335,Ashfield,,Bullitt Road, Bullitt Road Ashfield MA,,,3/2/1987,Domestic,New Well,120,90,10,10
257336,Ashfield,,West Road, West Road Ashfield MA,,,6/29/1981,Domestic,New Well,190,,53,53
257337,Ashfield,,Hill Road, Hill Road Ashfield MA,,,3/1/1981,Domestic,New Well,89,,,0
257338,Ashfield,,Spruce Corner Road, Spruce Corner Road Ashfield MA,,,1/26/1981,Domestic,New Well,179,,2,2
257339,Ashfield,,Watson Road, Watson Road Ashfield MA,,,12/12/1986,Domestic,New Well,140,16,8,8
257340,Ashfield,,Lithia Road, Lithia Road Ashfield MA,,,10/29/1980,Domestic,New Well,300,17,20,20
257341,Ashfield,,Buckland Road, Buckland Road Ashfield MA,,,10/6/1980,Domestic,New Well,330,7,20,20
257342,Ashfield,,Briar Hill Road, Briar Hill Road Ashfield MA,,,9/15/1980,Domestic,New Well,184,,73,73
257343,Ashfield,,Watson Spruce Corner Road, Watson Spruce Corner Road Ashfield MA,,,10/31/1986,Domestic,New Well,260,21,32,32
257344,Ashfield,,Bug Hill Road, Bug Hill Road Ashfield MA,,,9/5/1980,Domestic,New Well,310,39,30,30
257345,Ashfield,,Route 112 Cade Street, Route 112 Cade Street Ashfield MA,,,10/20/1986,Domestic,New Well,300,9,,0
257346,Ashfield,,West Road, West Road Ashfield MA,,,5/21/1980,Domestic,New Well,140,,35,35
257347,Ashfield,,Briar Hill Road, Briar Hill Road Ashfield MA,,,2/29/1980,Domestic,New Well,120,,18,18
257348,Ashfield,,Bray Road, Bray Road Ashfield MA,,,9/1/1979,Domestic,New Well,180,4,,0
257350,Ashfield,,Stonewall Drive, Stonewall Drive Ashfield MA,,,10/18/1986,Domestic,New Well,140,1,21,21
257351,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,9/5/1986,Domestic,New Well,400,24,25,25
257353,Ashfield,,Pine Hill Road, Pine Hill Road Ashfield MA,,,7/1/1979,Domestic,New Well,230,94,,0
257354,Ashfield,,,  Ashfield MA,,,11/25/1978,Domestic,New Well,105,70,0,0
257355,Ashfield,,,  Ashfield MA,,,9/1/1978,Domestic,New Well,,,,0
257357,Ashfield,,Watson Spruce Corner Road, Watson Spruce Corner Road Ashfield MA,,,8/20/1986,Domestic,New Well,320,20,5,5
257358,Ashfield,,,  Ashfield MA,,,12/1/1976,Domestic,New Well,365,152,,0
257359,Ashfield,,Watson Road, Watson Road Ashfield MA,,,11/1/1975,Domestic,New Well,80,12,13,13
257360,Ashfield,,Spruce Corner Road, Spruce Corner Road Ashfield MA,,,8/11/1986,Domestic,New Well,140,40,26,26
257361,Ashfield,,Bellus Road, Bellus Road Ashfield MA,,,7/11/1975,Domestic,New Well,300,16,20,20
257362,Ashfield,,Spruce Corner Road, Spruce Corner Road Ashfield MA,,,8/11/1986,Domestic,New Well,140,40,26,26
257363,Ashfield,,,  Ashfield MA,,,10/1/1983,Domestic,New Well,225,199,,0
257364,Ashfield,250,West Road,250 West Road Ashfield MA,,,7/31/1986,Domestic,New Well,240,15,,0
257365,Ashfield,,West Road, West Road Ashfield MA,,,2/5/1975,Domestic,New Well,175,43,0,0
257366,Ashfield,,West Road, West Road Ashfield MA,,,11/1/1974,Domestic,New Well,250,10,25,25
257367,Ashfield,,,  Ashfield MA,,,10/1/1974,Domestic,New Well,140,100,,0
257368,Ashfield,,Briar Hill Road, Briar Hill Road Ashfield MA,,,5/9/1974,Domestic,New Well,145,2.5,20,20
257369,Ashfield,,Norton Hill Road, Norton Hill Road Ashfield MA,,,12/7/1973,Domestic,New Well,115,50,30,30
257370,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,7/17/1986,Domestic,New Well,180,32,65,65
257371,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,7/16/1986,Domestic,New Well,280,8,35,35
257372,Ashfield,,Bug Hill Road, Bug Hill Road Ashfield MA,,,12/6/1973,Domestic,New Well,200,12,20,20
257373,Ashfield,,Briar Hill Road, Briar Hill Road Ashfield MA,,,7/9/1986,Domestic,New Well,160,30,20,20
257374,Ashfield,,,  Ashfield MA,,,7/10/1973,Domestic,New Well,300,30,15,15
257375,Ashfield,,,  Ashfield MA,,,7/1/1973,Domestic,New Well,175,20,10,10
257376,Ashfield,,Ashfield Road, Ashfield Road Ashfield MA,,,7/8/1986,Domestic,New Well,200,10,24,24
257377,Ashfield,,,  Ashfield MA,,,11/1/1972,Domestic,New Well,150,4,40,40
257378,Ashfield,,Hill Road, Hill Road Ashfield MA,,,,Domestic,New Well,200,140,30,30
257379,Ashfield,,Stonewall Road, Stonewall Road Ashfield MA,,,5/1/1986,Domestic,New Well,180,33,15,15
257386,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,4/30/1986,Domestic,New Well,220,5,36,36
258665,Ashfield,,,  Ashfield MA,,,8/26/1986,Domestic,New Well,200,,20,20
258667,Ashfield,,,  Ashfield MA,,,9/27/1988,Domestic,New Well,240,7,40,40
258668,Ashfield,,,  Ashfield MA,,,5/17/1988,Domestic,New Well,205,3,30,30
258669,Ashfield,,,  Ashfield MA,,,5/3/1988,Domestic,New Well,120,9,20,20
258670,Ashfield,,,  Ashfield MA,,,4/28/1988,Domestic,New Well,500,28,100,100
258671,Ashfield,,Marry Lyons Road, Marry Lyons Road Ashfield MA,,,4/15/1988,Domestic,New Well,280,10,,0
258672,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,5/10/1988,Domestic,New Well,150,,20,20
258673,Ashfield,,Ludwig Road, Ludwig Road Ashfield MA,,,8/13/1991,Domestic,New Well,102,12,15,15
258674,Ashfield,,,  Ashfield MA,,,2/1/1982,Domestic,Deepen,150,90,,0
258834,Ashfield,,Route 116, Route 116 Ashfield MA,,,10/19/1963,Domestic,New Well,55,17,,0
258837,Ashfield,,Cape Street, Cape Street Ashfield MA,,,12/27/1965,Domestic,New Well,95,42,,0
258840,Ashfield,,Burton Hill Road, Burton Hill Road Ashfield MA,,,9/2/1970,Domestic,New Well,110,,,0
258843,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,11/19/1996,Domestic,New Well,85,14,,0
258844,Ashfield,,Suburban Drive, Suburban Drive Ashfield MA,,,10/1/1967,Domestic,New Well,200,5,,0
258850,Ashfield,,Baptist Corner Road, Baptist Corner Road Ashfield MA,,,11/1/1967,Domestic,New Well,100,15,,0
258852,Ashfield,,Cape Street, Cape Street Ashfield MA,,,7/1/1963,Domestic,New Well,55,4,,0
258854,Ashfield,,Cummington Road, Cummington Road Ashfield MA,,,8/1/1966,Domestic,New Well,150,9,,0
258855,Ashfield,,Cape Street, Cape Street Ashfield MA,,,12/1/1981,Domestic,New Well,80,12,,0
258856,Ashfield,,Buckland Road, Buckland Road Ashfield MA,,,7/1/1966,Domestic,New Well,100,0.5,,0
258857,Ashfield,,Gorton Hill Road, Gorton Hill Road Ashfield MA,,,8/11/1964,Unknown,New Well,300,7,,0
258858,Ashfield,,Buckland Road, Buckland Road Ashfield MA,,,8/19/1963,Domestic,New Well,112,1,,0
258859,Ashfield,,Williasburg Road, Williasburg Road Ashfield MA,,,11/18/1963,Domestic,New Well,85,14,,0
258860,Ashfield,12,Buckland Ctr,12 Buckland Ctr Ashfield MA,,,10/15/1969,Domestic,New Well,100,10,,0
258861,Ashfield,,Steady Lane, Steady Lane Ashfield MA,,,4/30/1971,Domestic,New Well,250,30,,0
258862,Ashfield,,Hawley Road, Hawley Road Ashfield MA,,,6/19/1970,Domestic,New Well,100,4,,0
258863,Ashfield,,Ashfield Shelburne Road, Ashfield Shelburne Road Ashfield MA,,,10/14/1969,Domestic,New Well,250,73,,0
258866,Ashfield,,Morton Road, Morton Road Ashfield MA,,,7/30/1971,Domestic,New Well,375,8,,0
258867,Ashfield,,Spruce Corner Road, Spruce Corner Road Ashfield MA,,,7/1/1973,Domestic,New Well,150,12,,0
258868,Ashfield,,Phillips Road, Phillips Road Ashfield MA,,,10/1/1971,Domestic,New Well,320,2,,0
262709,Ashfield,,,  Ashfield MA,,,12/1/1966,Domestic,New Well,90,27,9,9
262711,Ashfield,,,  Ashfield MA,,,3/1/1966,Domestic,New Well,65,12,9,9
276452,Ashfield,332,Bullitt Road,332 Bullitt Road Ashfield MA,42.501633,-72.759,4/30/2010,Domestic,Replacement,145,32,20,20
277697,Ashfield,1664,Cape Street,1664 Cape Street Ashfield MA,,,,Domestic,New Well,140,17,,0
277703,Ashfield,686,Creamery Road,686 Creamery Road Ashfield MA,,,,Domestic,New Well,100,18,10,10
277709,Ashfield,1379,Spruce Corner Road,1379 Spruce Corner Road Ashfield MA,,,,Domestic,New Well,100,11,10,10
280541,Ashfield,,Ludwig Road, Ludwig Road Ashfield MA,,,8/13/1991,Domestic,New Well,102,12,15,15
280647,Ashfield,,Hawley Road, Hawley Road Ashfield MA,,,6/15/1996,Irrigation,New Well,400,8,3,3
312777,Ashfield,103,Hill Road,103 Hill Road Ashfield MA,0,0,8/15/2011,Domestic,New Well,182,95,35,35
314822,Ashfield,300,Ashfield Mountain Road,300 Ashfield Mountain Road Ashfield MA,0,0,11/7/2011,Domestic,New Well,500,3,30,30
600196,Ashfield,144,STEADY LANE,144 STEADY LANE Ashfield MA,,,9/21/2010,,,585,220,27,27
600569,Ashfield,795,ASHFIELD MOUNTAIN ROAD,795 ASHFIELD MOUNTAIN ROAD Ashfield MA,,,10/30/2010,,,600,20,15.9,15.9
600654,Ashfield,1281,SPRUCE CORNER ROAD,1281 SPRUCE CORNER ROAD Ashfield MA,,,2/16/2011,,,145,27,10,10
600914,Ashfield,795,ASHFIELD MNT RD,795 ASHFIELD MNT RD Ashfield MA,,,4/18/2011,,,134,38,20,20
608635,Ashfield,90,BUG HILL ROAD,90 BUG HILL ROAD Ashfield MA,42.5176,-72.8085,7/18/2012,,New Well,325,2,80,80
612063,Ashfield,12,Lilliput Road,12 Lilliput Road Ashfield MA,42.52598,-72.80807,8/15/2012,,New Well,320,16,13,13
612370,Ashfield,795,Ashfield Mountain Road,795 Ashfield Mountain Road Ashfield MA,42.55058,-72.8025,8/29/2012,,Decommission,,,32.1,32.1
614134,Ashfield,1692,CAPE STREET,1692 CAPE STREET Ashfield MA,42.29206,-72.4854,10/17/2012,,New Well,240,8,13,13
617345,Ashfield,1704,CAPE STREET,1704 CAPE STREET Ashfield MA,42.2906,-72.48685,11/9/2012,,New Well,440,47,45,45
617716,Ashfield,00,BUG HILL ROAD,00 BUG HILL ROAD Ashfield MA,42.31623,-72.50512,11/29/2012,,New Well,140,26,15,15
623622,Ashfield,376,MARCH ROAD,376 MARCH ROAD Ashfield MA,42.55892,-72.76162,4/25/2013,,New Well,485,7,240,240
623622,Ashfield,376,MARCH ROAD,376 MARCH ROAD Ashfield MA,42.55892,-72.76162,4/25/2013,,New Well,485,7,60,60
180,Conway,,From Rte 116  Take Elm Street 0.7 On Right, From Rte 116  Take Elm Street 0.7 On Right Conway MA,,,1/12/2001,Domestic,New Well,365,35,6,6
549,Conway,,South Shirkshire Road, South Shirkshire Road Conway MA,,,2/15/2001,Domestic,New Well,220,8,60,60
3850,Conway,,From Conway Road Take Ashfield Road 0.1 On Right, From Conway Road Take Ashfield Road 0.1 On Right Conway MA,,,10/23/2000,Domestic,New Well,265,15,35,35
3851,Conway,,Hart Road, Hart Road Conway MA,,,12/19/2000,Domestic,New Well,120,46,9,9
3852,Conway,,From Graves Road Take Boyden Road 0.1 Left, From Graves Road Take Boyden Road 0.1 Left Conway MA,,,10/28/1999,Domestic,New Well,265,6,37,37
3853,Conway,,From Fte 116 Take Whately Road 2.4 On Right, From Fte 116 Take Whately Road 2.4 On Right Conway MA,,,5/23/2000,Domestic,New Well,445,3,6,6
3854,Conway,,From Jct Of Pleasant Street, From Jct Of Pleasant Street Conway MA,,,9/7/2000,Domestic,New Well,385,125,30,30
3855,Conway,,Bardwells Ferry Road, Bardwells Ferry Road Conway MA,,,10/18/2000,Domestic,New Well,200,28,14,14
3856,Conway,,Roaring Brook Road, Roaring Brook Road Conway MA,,,10/12/2000,Domestic,New Well,440,3,40,40
3857,Conway,,Coning W On Shlbrn Falls Road, Coning W On Shlbrn Falls Road Conway MA,,,8/17/2000,Domestic,New Well,325,8,9,9
3858,Conway,,Going W On S Shirkshire 0.3 Of Jones Crn On Right, Going W On S Shirkshire 0.3 Of Jones Crn On Right Conway MA,,,8/16/2000,Domestic,New Well,129,72,15,15
3859,Conway,,Going W. On Hoosac Road 0.8 W. Of, Going W. On Hoosac Road 0.8 W. Of Conway MA,,,8/14/2000,Domestic,New Well,325,83,50,50
3860,Conway,,Fields Hill Road, Fields Hill Road Conway MA,,,8/10/2000,Domestic,New Well,200,3,14,14
3861,Conway,,Fields Hill Road, Fields Hill Road Conway MA,,,8/10/2000,Domestic,New Well,300,6,12,12
3862,Conway,,Going West On S. Shirkshire Drive, Going West On S. Shirkshire Drive Conway MA,,,7/24/2000,Domestic,New Well,185,9,3,3
3863,Conway,,Bond Street, Bond Street Conway MA,,,5/30/2000,Domestic,New Well,600,418,60,60
3864,Conway,,Williamsburg Road, Williamsburg Road Conway MA,,,4/13/2000,Domestic,New Well,302,16,15,15
3865,Conway,,From Rte 116 Take Pleasant Street 0.3 On Left, From Rte 116 Take Pleasant Street 0.3 On Left Conway MA,,,3/1/2000,Domestic,Deepen,535,305,110,110
3866,Conway,22,Academy Hill Road,22 Academy Hill Road Conway MA,,,12/23/1999,Domestic,New Well,280,85,10,10
3867,Conway,,North Hill, North Hill Conway MA,,,9/28/1999,Domestic,New Well,44,,over flows,0
3868,Conway,,From Rte 116 Take Whately Road 0.8 On Left, From Rte 116 Take Whately Road 0.8 On Left Conway MA,,,8/11/1999,Domestic,New Well,305,36,10,10
3869,Conway,,Traveling W. On Whately Road, Traveling W. On Whately Road Conway MA,,,8/10/1999,Domestic,New Well,385,22,20,20
3870,Conway,,Going East On Shelburne Ctr Road Bardswell Ferry, Going East On Shelburne Ctr Road Bardswell Ferry Conway MA,,,5/19/1999,Domestic,New Well,385,108,37,37
3871,Conway,,Hoosac Road, Hoosac Road Conway MA,,,5/17/1999,Domestic,New Well,605,45,70,70
3872,Conway,,Williamsburg Road, Williamsburg Road Conway MA,,,4/14/2000,Domestic,New Well,302,20,20,20
6300,Conway,,Main Poland Road, Main Poland Road Conway MA,,,8/9/2000,Domestic,,220,10,10,10
22777,Conway,,Graves Road, Graves Road Conway MA,,,3/15/2000,Domestic,New Well,400,3,21,21
22778,Conway,,North Poland Road, North Poland Road Conway MA,,,9/2/1999,Domestic,New Well,400,6,15,15
22779,Conway,,School House Road, School House Road Conway MA,,,7/29/1999,Public Water Supply,New Well,466,137,22,22
100082,Conway,,Boyden Road, Boyden Road Conway MA,,,5/30/2001,Domestic,New Well,305,8,18,18
100325,Conway,Lot 1,South Shirkshire Road,Lot 1 South Shirkshire Road Conway MA,,,1/21/2002,Domestic,New Well,242,3,20,20
100765,Conway,800,Graves Road,800 Graves Road Conway MA,,,8/8/2001,Domestic,Deepen,500,300,30,30
