WELL_ID,TOWN,STREET_NUMBER,STREET_NAME,Address,LATITUDE,LONGITUDE,DATE_COMPLETE,WELL_TYPE,WORKPERFORMED,TOTAL_DEPTH,DEPTH_TO_BEDROCK,WATER_LEVEL,Numeric Water Level
280646,Hawley,128,West Hawley Road,128 West Hawley Road Hawley MA,,,10/4/1996,Domestic,New Well,520,152,65,65
280648,Hawley,,Middle Road, Middle Road Hawley MA,,,12/27/1995,Domestic,New Well,140,64,,0
280649,Hawley,,West Hill Road, West Hill Road Hawley MA,,,10/10/1995,Domestic,New Well,400,6,,0
280650,Hawley,,Route 8A, Route 8A Hawley MA,,,7/15/1995,Domestic,New Well,140,47,,0
280651,Hawley,,East Road, East Road Hawley MA,,,11/22/1994,Domestic,New Well,180,90,0,0
280652,Hawley,,West Hill Road, West Hill Road Hawley MA,,,9/9/1994,Domestic,New Well,200,7,20,20
280653,Hawley,,East Hawley Road, East Hawley Road Hawley MA,,,8/18/1994,Domestic,New Well,200,15,15,15
280654,Hawley,,Route 8A, Route 8A Hawley MA,,,7/15/1994,Domestic,New Well,180,137,20,20
280655,Hawley,,East Hawley Road, East Hawley Road Hawley MA,,,9/16/1993,Domestic,New Well,140,30,30,30
280656,Hawley,,Labelle Road, Labelle Road Hawley MA,,,8/4/1993,Domestic,New Well,195,28,30,30
280657,Hawley,,Savoy Road, Savoy Road Hawley MA,,,5/26/1993,Domestic,New Well,160,96,20,20
280658,Hawley,,Bozrah Road, Bozrah Road Hawley MA,,,11/5/1992,Domestic,New Well,220,169,20,20
280659,Hawley,,East Hawley Road, East Hawley Road Hawley MA,,,7/24/1992,Domestic,New Well,235,75,121,121
280660,Hawley,,Route 8A, Route 8A Hawley MA,,,7/14/1992,Domestic,New Well,100,33,,0
280661,Hawley,,East Hawley Road, East Hawley Road Hawley MA,,,11/20/1991,Domestic,New Well,180,20,58,58
280662,Hawley,,Route 8A, Route 8A Hawley MA,,,7/2/1991,Domestic,New Well,170,160,30,30
280663,Hawley,,Forget Road, Forget Road Hawley MA,,,4/30/1991,Domestic,New Well,180,45,65,65
280664,Hawley,,Ashfield Road, Ashfield Road Hawley MA,,,8/28/1990,Domestic,New Well,150,8,18,18
280666,Hawley,,East Hawley Road, East Hawley Road Hawley MA,,,12/1/1989,Domestic,New Well,150,63,20,20
280667,Hawley,,Pudding Hollow Road, Pudding Hollow Road Hawley MA,,,11/3/1989,Domestic,New Well,240,8,10,10
280668,Hawley,,West Hawley Road, West Hawley Road Hawley MA,,,7/14/1989,Domestic,New Well,200,168,10,10
280669,Hawley,,West Hawley Road, West Hawley Road Hawley MA,,,7/14/1989,Domestic,New Well,200,168,10,10
280670,Hawley,,Forget Road, Forget Road Hawley MA,,,6/23/1989,Domestic,New Well,100,,30,30
280671,Hawley,,,  Hawley MA,,,6/16/1989,Domestic,New Well,130,110,5,5
280672,Hawley,,Pudding Hollow Road, Pudding Hollow Road Hawley MA,,,3/18/1989,Domestic,New Well,130,50,30,30
280673,Hawley,,Route 8A, Route 8A Hawley MA,,,12/9/1988,Domestic,New Well,105,40,20,20
280674,Hawley,,Ashfield Road, Ashfield Road Hawley MA,,,11/15/1988,Domestic,New Well,140,10,10,10
280675,Hawley,,,  Hawley MA,,,8/3/1988,Domestic,New Well,200,119,20,20
280676,Hawley,,East Road, East Road Hawley MA,,,7/21/1988,Domestic,New Well,260,105,10,10
280677,Hawley,,Ashfield Road, Ashfield Road Hawley MA,,,7/1/1988,Domestic,New Well,320,34,25,25
280678,Hawley,,West Hawley Road, West Hawley Road Hawley MA,,,2/23/1988,Domestic,New Well,380,80,20,20
280679,Hawley,,Hunt Road, Hunt Road Hawley MA,,,10/29/1986,Domestic,New Well,200,2,30,30
280680,Hawley,,Buckland Road, Buckland Road Hawley MA,,,10/18/1986,Domestic,New Well,160,1,20,20
280681,Hawley,,East Hawley Road, East Hawley Road Hawley MA,,,9/11/1986,Domestic,New Well,,126,35,35
280682,Hawley,,,  Hawley MA,,,7/7/1986,Domestic,New Well,360,20,10,10
280683,Hawley,,,  Hawley MA,,,6/9/1986,Domestic,New Well,260,4,20,20
280685,Hawley,,,  Hawley MA,,,6/8/1986,Domestic,New Well,140,1,10,10
280686,Hawley,,,  Hawley MA,,,5/30/1986,Domestic,New Well,180,15,26,26
280687,Hawley,,,  Hawley MA,,,5/15/1986,Domestic,New Well,160,39,30,30
280688,Hawley,,,  Hawley MA,,,4/15/1986,Domestic,New Well,220,17,6,6
280689,Hawley,,,  Hawley MA,,,3/18/1986,Domestic,New Well,100,3,4,4
280691,Hawley,,Route 8A, Route 8A Hawley MA,,,2/27/1986,Public Water Supply,New Well,300,2,300,300
280692,Hawley,,Forget Road, Forget Road Hawley MA,,,8/5/1985,Domestic,New Well,240,0.167,,0
280693,Hawley,,Dodge Road, Dodge Road Hawley MA,,,6/22/1984,Domestic,New Well,100,11,7,7
280694,Hawley,,,  Hawley MA,,,3/8/1984,Domestic,New Well,260,25,,0
280696,Hawley,,Buckland Road, Buckland Road Hawley MA,,,10/1/1983,Domestic,New Well,205,16,,0
280701,Hawley,,Pond Road, Pond Road Hawley MA,,,9/29/1981,Domestic,New Well,260,4,30,30
280702,Hawley,,Pudding Hollow Road, Pudding Hollow Road Hawley MA,,,9/25/1981,Domestic,New Well,220,77,20,20
280703,Hawley,,Route 8A, Route 8A Hawley MA,,,7/14/1981,Domestic,New Well,160,103,40,40
280704,Hawley,,Route 8A, Route 8A Hawley MA,,,7/10/1981,Domestic,New Well,300,12,15,15
280705,Hawley,,Route 8A, Route 8A Hawley MA,,,6/10/1981,Domestic,New Well,200,90,35,35
280706,Hawley,,Pudding Hollow Road, Pudding Hollow Road Hawley MA,,,1/21/1981,Domestic,New Well,220,82,50,50
280707,Hawley,,East Road, East Road Hawley MA,,,12/1/1979,Domestic,New Well,150,92,,0
280708,Hawley,,Middle Road, Middle Road Hawley MA,,,8/1/1979,Domestic,New Well,155,28,,0
280709,Hawley,,West Hill Road, West Hill Road Hawley MA,,,8/30/1979,Select,New Well,205,11,14,14
280711,Hawley,,,  Hawley MA,,,12/20/1978,Domestic,New Well,,,75,75
280712,Hawley,,East Road, East Road Hawley MA,,,12/14/1978,Domestic,New Well,355,50,50,50
280713,Hawley,,West Hawley Road, West Hawley Road Hawley MA,,,10/30/1978,Domestic,New Well,110,2,,0
280715,Hawley,,Plainfield Road, Plainfield Road Hawley MA,,,3/16/1978,Domestic,New Well,,9,22,22
280716,Hawley,,West Hill Road, West Hill Road Hawley MA,,,9/1/1973,Domestic,New Well,150,23,20,20
280717,Hawley,,,  Hawley MA,,,7/1/1973,Domestic,New Well,125,10,,0
280718,Hawley,,,  Hawley MA,,,12/20/1972,Domestic,New Well,100,10,20,20
280719,Hawley,,Middle Road, Middle Road Hawley MA,,,6/28/1972,Domestic,New Well,130,60,30,30
280721,Hawley,,,  Hawley MA,,,6/12/1972,Domestic,New Well,125,5,,0
280726,Hawley,,East Hawley Road, East Hawley Road Hawley MA,,,10/14/1971,Domestic,New Well,150,35,,0
280727,Hawley,,West Hawley Road, West Hawley Road Hawley MA,,,1/26/1971,Domestic,New Well,80,,20,20
280728,Hawley,,West Hawley Road, West Hawley Road Hawley MA,,,10/10/1969,Select,New Well,60,,,0
280729,Hawley,,West Hawley Road, West Hawley Road Hawley MA,,,8/20/1968,Domestic,New Well,250,5,50,50
280730,Hawley,,West Hill Road, West Hill Road Hawley MA,,,5/15/1964,Domestic,New Well,125,,5,5
600039,Hawley,,FORGET ROAD, FORGET ROAD Hawley MA,,,6/28/2010,,,345,25,20,20
600127,Hawley,6,PUDDING HOLLOW ROAD,6 PUDDING HOLLOW ROAD Hawley MA,,,9/2/2010,,,245,105,20,20
602438,Hawley,00,WEST HAWLEY ROAD,00 WEST HAWLEY ROAD Hawley MA,,,,,,,,,0
1031,Ashfield,,Watson Spruce Cornor Road, Watson Spruce Cornor Road Ashfield MA,,,11/22/1999,Domestic,New Well,380,5,18,18
1032,Ashfield,519,Baptist Corner Road,519 Baptist Corner Road Ashfield MA,,,10/15/1999,Domestic,New Well,260,12,20,20
1033,Ashfield,,From Rte 112 Take Bug Hill Road 1.7 On Left, From Rte 112 Take Bug Hill Road 1.7 On Left Ashfield MA,,,9/29/1999,Domestic,New Well,165,25,60,60
1034,Ashfield,2003,Conway Road,2003 Conway Road Ashfield MA,,,9/25/1999,Domestic,New Well,180,32,20,20
1035,Ashfield,743,Bug Hill Road,743 Bug Hill Road Ashfield MA,,,9/23/1999,Domestic,New Well,220,10,15,15
1036,Ashfield,153,Dyer Road,153 Dyer Road Ashfield MA,,,9/19/2000,Domestic,New Well,440,25,8,8
1037,Ashfield,1025,Hawley Road,1025 Hawley Road Ashfield MA,,,8/31/2000,Domestic,New Well,320,6,40,40
1038,Ashfield,,Hawley Road, Hawley Road Ashfield MA,,,7/30/1999,Domestic,New Well,220,5,20,20
17943,Ashfield,,Smith Road, Smith Road Ashfield MA,,,7/19/1999,Domestic,,440,15,50,50
100785,Ashfield,1020,Route 12,1020 Route 12 Ashfield MA,,,10/23/2001,Domestic,New Well,200,83,18,18
103868,Ashfield,,Spruce Corner Road, Spruce Corner Road Ashfield MA,,,8/14/2001,Domestic,New Well,440,50,10,10
103900,Ashfield,26,Flora Toxio Lane,26 Flora Toxio Lane Ashfield MA,,,8/1/2001,Domestic,New Well,200,5,40,40
103923,Ashfield,304,March Road,304 March Road Ashfield MA,,,9/12/2001,Domestic,Deepen,445,150,15,15
107451,Ashfield,569,John Ford Road,569 John Ford Road Ashfield MA,,,3/4/2002,Domestic,Replacement,125,7,30,30
107528,Ashfield,1587,Conway Road,1587 Conway Road Ashfield MA,,,10/20/2001,Domestic,New Well,200,115,flowing,0
107544,Ashfield,42,Lilliput Road,42 Lilliput Road Ashfield MA,,,10/31/2001,Domestic,New Well,160,8,20,20
108344,Ashfield,38,Barnas Road,38 Barnas Road Ashfield MA,,,11/26/2001,Domestic,New Well,160,55,30,30
109360,Ashfield,,Cummington Road, Cummington Road Ashfield MA,,,1/18/2002,Domestic,New Well,320,10,30,30
109423,Ashfield,,Bear Mountain Road, Bear Mountain Road Ashfield MA,,,3/28/2002,Domestic,New Well,140,10,15,15
109452,Ashfield,3392,West Road,3392 West Road Ashfield MA,,,3/11/2002,Domestic,New Well,400,8,8,8
109467,Ashfield,369,March Road,369 March Road Ashfield MA,,,4/5/2002,Domestic,New Well,340,22,29,29
111110,Ashfield,544,Spruce Corner Road,544 Spruce Corner Road Ashfield MA,,,8/20/2003,Domestic,New Well,280,5,20,20
111139,Ashfield,lot #2,Plainfield Road,lot #2 Plainfield Road Ashfield MA,,,7/16/2002,Domestic,New Well,280,80,10,10
111435,Ashfield,,Bug Hill Road, Bug Hill Road Ashfield MA,,,8/23/2002,Domestic,New Well,485,8,25,25
113363,Ashfield,,Williamsburg road, Williamsburg road Ashfield MA,,,8/8/2002,Domestic,New Well,440,70,overflow,0
116112,Ashfield,,Route 112, Route 112 Ashfield MA,,,5/23/2003,Monitoring,New Well,56,0,50,50
118243,Ashfield,1170,Bog Hill Road,1170 Bog Hill Road Ashfield MA,,,11/15/2002,Domestic,New Well,120,5,11,11
118382,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,11/7/2002,Domestic,New Well,220,4,20,20
118389,Ashfield,835,Baptist Corner Road,835 Baptist Corner Road Ashfield MA,,,11/5/2002,Domestic,New Well,320,45,overtop,0
118393,Ashfield,369,Baptist Corner Road,369 Baptist Corner Road Ashfield MA,,,11/6/2002,Domestic,New Well,440,32,5,5
118496,Ashfield,69,Norton Hill Road,69 Norton Hill Road Ashfield MA,,,5/1/2003,Domestic,New Well,500,15,,0
122482,Ashfield,1994,Hawley Road,1994 Hawley Road Ashfield MA,,,8/29/2003,Domestic,New Well,225,5,10,10
122497,Ashfield,,Baptist Corner Road, Baptist Corner Road Ashfield MA,,,10/20/2003,Domestic,New Well,205,22,20,20
122538,Ashfield,17,Bailey Road,17 Bailey Road Ashfield MA,,,5/3/2004,Domestic,New Well,365,18,40,40
124195,Ashfield,45,Old Stage Road,45 Old Stage Road Ashfield MA,,,12/8/2003,Domestic,New Well,120,35,6,6
124199,Ashfield,69,Norton Hill Road,69 Norton Hill Road Ashfield MA,,,5/22/2003,Domestic,New Well,220,20,20,20
126091,Ashfield,,Dyer Road, Dyer Road Ashfield MA,,,7/8/2003,Domestic,New Well,320,58,20,20
126111,Ashfield,,Watson Spruce Corner, Watson Spruce Corner Ashfield MA,,,8/20/2003,Domestic,New Well,160,21,10,10
127177,Ashfield,,Spruce Corner Road, Spruce Corner Road Ashfield MA,,,1/6/2004,Domestic,New Well,240,25,overflow,0
127455,Ashfield,163,Horton Hill Road,163 Horton Hill Road Ashfield MA,,,4/22/2004,Domestic,New Well,140,10,20,20
127793,Ashfield,98,Tatro Road,98 Tatro Road Ashfield MA,,,10/23/2003,Domestic,New Well,320,60,overflow,0
127798,Ashfield,37,Tatro Road,37 Tatro Road Ashfield MA,,,10/24/2003,Domestic,New Well,400,90,40,40
127809,Ashfield,221,Pfersick Road,221 Pfersick Road Ashfield MA,,,11/5/2003,Domestic,New Well,380,48,1,1
130414,Ashfield,1330,Spruce Corner Road,1330 Spruce Corner Road Ashfield MA,,,4/30/2004,Domestic,New Well,420,39,5,5
131307,Ashfield,Lot 40,Baptist Corner Road,Lot 40 Baptist Corner Road Ashfield MA,,,4/21/2005,Domestic,New Well,405,25,27,27
133482,Ashfield,1482,Cape Street,1482 Cape Street Ashfield MA,,,7/28/2004,Domestic,New Well,260,55,10,10
133524,Ashfield,143,South Street,143 South Street Ashfield MA,,,9/3/2004,Domestic,New Well,440,10,40,40
135482,Ashfield,998,Williamsburg Road,998 Williamsburg Road Ashfield MA,,,5/19/2005,Domestic,New Well,120,25,5,5
135502,Ashfield,Lot 2,John Ford Road,Lot 2 John Ford Road Ashfield MA,,,1/27/2006,Domestic,New Well,320,18,20,20
136080,Ashfield,24,Watson Spruce Corner Road,24 Watson Spruce Corner Road Ashfield MA,,,3/11/2005,Domestic,New Well,422,5,60,60
136727,Ashfield,1179,Spruce Corner Road (Route 116),1179 Spruce Corner Road (Route 116) Ashfield MA,,,3/15/2005,Domestic,New Well,320,40,7,7
138334,Ashfield,,Cape Street / Route 112, Cape Street / Route 112 Ashfield MA,,,5/9/2005,Industrial,New Well,250,5,15,15
140500,Ashfield,297,Commington Road,297 Commington Road Ashfield MA,,,9/6/2005,Domestic,New Well,220,66,8,8
140510,Ashfield,444,Bellus Road,444 Bellus Road Ashfield MA,,,10/3/2005,Domestic,New Well,120,7,20,20
140540,Ashfield,133,Dyer Road,133 Dyer Road Ashfield MA,,,6/29/2006,Domestic,New Well,260,9,10,10
141240,Ashfield,17,Watson Spruce Road,17 Watson Spruce Road Ashfield MA,,,5/4/2006,Domestic,New Well,245,9,20,20
143085,Ashfield,Lot 68,John Ford Road,Lot 68 John Ford Road Ashfield MA,,,12/9/2005,Domestic,New Well,360,50,10,10
146472,Ashfield,1439,West Street,1439 West Street Ashfield MA,,,9/14/2006,Domestic,New Well,,0,20,20
147771,Ashfield,888,Ashfield Road,888 Ashfield Road Ashfield MA,42.553717,-72.8032,12/29/2006,Domestic,New Well,445,25,,0
147778,Ashfield,888,Ashfield Mt. Road,888 Ashfield Mt. Road Ashfield MA,42.553717,-72.8032,1/17/2007,Domestic,Hydrofracture,445,0,12,12
148200,Ashfield,199,Stonewall Drive,199 Stonewall Drive Ashfield MA,42.50965,-7.414867,11/10/2006,Domestic,New Well,320,12,1,1
148279,Ashfield,Lot 4,Watson Spruce Corner Road,Lot 4 Watson Spruce Corner Road Ashfield MA,42.52065,-72.856933,3/20/2007,Domestic,New Well,220,19,45,45
148972,Ashfield,366,West Road,366 West Road Ashfield MA,42.5068,-72.8025,10/8/2007,Domestic,New Well,225,4,5,5
148984,Ashfield,369,Bullitt Road,369 Bullitt Road Ashfield MA,42.5044,-72.753417,11/29/2007,Domestic,New Well,502,8,32,32
148998,Ashfield,402a,Apple Valley Road,402a Apple Valley Road Ashfield MA,42.55905,-72.812133,10/19/2007,Domestic,New Well,201,108,25,25
151219,Ashfield,687,Baptist Corner Road,687 Baptist Corner Road Ashfield MA,42.544567,-72.78855,6/9/2007,Domestic,New Well,300,10,30,30
155356,Ashfield,369,Bullitt Road,369 Bullitt Road Ashfield MA,42.504433,-72.7539,5/8/2008,Domestic,Decommission,150,0,18.5,18.5
155357,Ashfield,369,Bullitt Road,369 Bullitt Road Ashfield MA,42.505433,-72.754117,5/8/2008,Domestic,Decommission,200,0,3.5,3.5
156833,Ashfield,106,Bird Hill Road,106 Bird Hill Road Ashfield MA,42.4915,-72.771733,10/28/2008,Domestic,New Well,282,40,70,70
157692,Ashfield,,North Warger Road, North Warger Road Ashfield MA,42.560833,-72.740367,4/20/2009,Domestic,New Well,120,18,10,10
157716,Ashfield,214,South Warger Road,214 South Warger Road Ashfield MA,42.548833,-72.7381,7/21/2009,Domestic,New Well,200,84,0,0
159908,Ashfield,69,Pfersick Road,69 Pfersick Road Ashfield MA,42.550267,-72.746933,12/2/2009,Domestic,New Well,143,86,35,35
161620,Ashfield,228,Plainfield Road,228 Plainfield Road Ashfield MA,42.49845,-72.853733,9/26/2010,Domestic,New Well,460,12,50,50
250582,Ashfield,152C,John Ford Rd,152C John Ford Rd Ashfield MA,42.498417,-72.855533,8/27/2007,Domestic,New Well,300,5,50,50
251351,Ashfield,102,Plainfield Road,102 Plainfield Road Ashfield MA,42.50165,-72.852333,3/12/2008,Domestic,Replacement,305,9,20,20
251543,Ashfield,1530,Williamsburg Road,1530 Williamsburg Road Ashfield MA,42.474067,-72.764517,5/2/2008,Domestic,New Well,440,16,10,10
256972,Ashfield,243,Graves  Road,243 Graves  Road Ashfield MA,,,8/8/1997,Domestic,New Well,440,4,6,6
256977,Ashfield,,Route 116, Route 116 Ashfield MA,,,11/7/1997,Domestic,New Well,260,118,17,17
256982,Ashfield,,Hawley Road, Hawley Road Ashfield MA,,,7/10/1997,Domestic,New Well,120,10,10,10
256985,Ashfield,,Suburban Drive, Suburban Drive Ashfield MA,,,8/18/1997,Domestic,New Well,220,8,10,10
256987,Ashfield,,Watson Spruce Corner Road, Watson Spruce Corner Road Ashfield MA,,,11/15/1998,Domestic,New Well,120,23,12,12
256992,Ashfield,,Beldingville Road, Beldingville Road Ashfield MA,,,12/14/1998,Domestic,New Well,150,143,47,47
256995,Ashfield,,Watson Spruce Corner Road, Watson Spruce Corner Road Ashfield MA,,,12/11/1998,Domestic,New Well,200,10,7,7
257006,Ashfield,266,Ranney Corner Road,266 Ranney Corner Road Ashfield MA,,,1/3/1998,Domestic,New Well,280,63,17,17
257007,Ashfield,199,Ranney Corner Road,199 Ranney Corner Road Ashfield MA,,,1/5/1999,Domestic,New Well,180,54,19,19
257008,Ashfield,,Murray Road, Murray Road Ashfield MA,,,4/14/1999,Domestic,New Well,180,40,24,24
257009,Ashfield,,Watson Spruce Corner Road, Watson Spruce Corner Road Ashfield MA,,,2/4/1999,Domestic,New Well,180,38,11,11
257010,Ashfield,,Cape Street, Cape Street Ashfield MA,,,4/30/1998,Domestic,New Well,440,8,60,60
257011,Ashfield,,Swamp Road, Swamp Road Ashfield MA,,,10/22/1997,Domestic,New Well,125,2,15,15
257012,Ashfield,,Bug Hill Road, Bug Hill Road Ashfield MA,,,10/22/1997,Domestic,New Well,375,6,,0
257013,Ashfield,,Marsh Road, Marsh Road Ashfield MA,,,6/30/1998,Domestic,New Well,225,14,10,10
257014,Ashfield,868,Cape Street,868 Cape Street Ashfield MA,,,5/27/1998,Domestic,New Well,70,44,10,10
257015,Ashfield,125,Suburban Drive,125 Suburban Drive Ashfield MA,,,5/29/1998,Domestic,New Well,80,32,10,10
257016,Ashfield,,West Road, West Road Ashfield MA,,,8/29/1998,Domestic,New Well,200,23,20,20
257017,Ashfield,,Norton Hill Road, Norton Hill Road Ashfield MA,,,3/8/1994,Domestic,New Well,160,60,15,15
257019,Ashfield,,Norton Hill Road, Norton Hill Road Ashfield MA,,,3/7/1994,Domestic,New Well,380,40,40,40
257022,Ashfield,,Bug Hill Road, Bug Hill Road Ashfield MA,,,12/8/1993,Domestic,New Well,100,5,20,20
257023,Ashfield,152A,John Ford Road,152A John Ford Road Ashfield MA,,,8/24/1998,Domestic,New Well,360,8,8,8
257024,Ashfield,,Steady Lane Road, Steady Lane Road Ashfield MA,,,12/2/1996,Domestic,New Well,120,68,6,6
257026,Ashfield,395,Beldingville road,395 Beldingville road Ashfield MA,,,8/12/1998,Domestic,New Well,240,92,15,15
257027,Ashfield,,Creamery Road, Creamery Road Ashfield MA,,,10/7/1993,Domestic,New Well,180,63,1,1
257028,Ashfield,,Bear Mountain Road, Bear Mountain Road Ashfield MA,,,8/25/1993,Domestic,New Well,200,28,15,15
257029,Ashfield,,Farm Road, Farm Road Ashfield MA,,,10/7/1981,Domestic,New Well,300,10,60,60
257030,Ashfield,,Route 116, Route 116 Ashfield MA,,,8/28/1993,Domestic,New Well,260,149,3,3
257031,Ashfield,,Bird Hill Road, Bird Hill Road Ashfield MA,,,8/17/1993,Domestic,New Well,160,55,20,20
257032,Ashfield,199,Ashfield Road,199 Ashfield Road Ashfield MA,,,1/6/1993,Domestic,New Well,180,17,0,0
257034,Ashfield,,Bear Mountain Drive, Bear Mountain Drive Ashfield MA,,,12/30/1992,Domestic,New Well,140,32,40,40
257035,Ashfield,,Bear Mountain Drive, Bear Mountain Drive Ashfield MA,,,12/22/1992,Domestic,New Well,200,69,16,16
257036,Ashfield,,West Road, West Road Ashfield MA,,,9/23/1992,Domestic,New Well,140,47,10,10
257037,Ashfield,,Tatro Road, Tatro Road Ashfield MA,,,9/15/1992,Domestic,New Well,415,42,40,40
257039,Ashfield,,Bear Mountain Drive, Bear Mountain Drive Ashfield MA,,,7/30/1992,Domestic,New Well,320,52,15,15
257040,Ashfield,,Baptist Corner Road, Baptist Corner Road Ashfield MA,,,7/24/1992,Domestic,New Well,320,99,40,40
257044,Ashfield,,Bug Hill Road, Bug Hill Road Ashfield MA,,,11/4/1981,Domestic,New Well,100,44,5,5
257047,Ashfield,,Bran Road, Bran Road Ashfield MA,,,10/1/1981,Domestic,New Well,160,14,10,10
257048,Ashfield,,Pfersick Road, Pfersick Road Ashfield MA,,,5/11/1997,Domestic,New Well,260,72,20,20
257049,Ashfield,634,Bellus Road,634 Bellus Road Ashfield MA,,,12/9/1996,Domestic,New Well,240,38,Overflow,0
257050,Ashfield,,Brown Road, Brown Road Ashfield MA,,,7/21/1992,Domestic,New Well,260,14,8,8
257051,Ashfield,211,Spruce Corner Road,211 Spruce Corner Road Ashfield MA,,,11/29/1996,Domestic,New Well,200,47,5,5
257052,Ashfield,,Route 112, Route 112 Ashfield MA,,,11/12/1996,Domestic,New Well,120,58,25,25
257053,Ashfield,,Graves Road, Graves Road Ashfield MA,,,6/11/1992,Domestic,New Well,260,10,0,0
257054,Ashfield,,Smith Road, Smith Road Ashfield MA,,,6/9/1992,Domestic,New Well,355,8,10,10
257055,Ashfield,,West Road, West Road Ashfield MA,,,11/4/1996,Domestic,New Well,140,3.5,0,0
257056,Ashfield,,Bear Swamp Road, Bear Swamp Road Ashfield MA,,,5/26/1992,Public Water Supply,New Well,500,13,12,12
257057,Ashfield,,Bear Swamp Road, Bear Swamp Road Ashfield MA,,,5/19/1992,Domestic,New Well,500,34,,0
257058,Ashfield,,Main Street, Main Street Ashfield MA,,,3/17/1992,Industrial,Decommission,154,35,,0
257059,Ashfield,,Main Street, Main Street Ashfield MA,,,3/17/1992,Industrial,Decommission,354,54,,0
257060,Ashfield,,Main Street, Main Street Ashfield MA,,,3/17/1992,Industrial,Decommission,354,80,,0
257061,Ashfield,,Main Street, Main Street Ashfield MA,,,3/17/1992,Industrial,Decommission,154,38,,0
257062,Ashfield,,West Road, West Road Ashfield MA,,,10/31/1996,Domestic,New Well,140,3.5,Overflow,0
257064,Ashfield,1216,Conway Road,1216 Conway Road Ashfield MA,,,10/10/1991,Domestic,New Well,120,38,Overflow,0
257065,Ashfield,,Watson Road, Watson Road Ashfield MA,,,12/10/1991,Domestic,New Well,140,5,,0
257066,Ashfield,,Briar Hill Road, Briar Hill Road Ashfield MA,,,9/25/1991,Domestic,New Well,220,89,15,15
257067,Ashfield,,Murray Road, Murray Road Ashfield MA,,,7/23/1996,Domestic,New Well,260,20,40,40
257068,Ashfield,,March Road, March Road Ashfield MA,,,9/25/1991,Domestic,New Well,220,5,20,20
257069,Ashfield,,Shelburne Road, Shelburne Road Ashfield MA,,,9/11/1991,Domestic,New Well,200,5,20,20
257070,Ashfield,,Bear Mountain Road, Bear Mountain Road Ashfield MA,,,6/28/1996,GeoConstruction,New Well,240,35,35,35
257071,Ashfield,2,Beldingville Road,2 Beldingville Road Ashfield MA,,,8/21/1991,Domestic,New Well,160,94,20,20
257072,Ashfield,,Shelburne Road, Shelburne Road Ashfield MA,,,8/13/1991,Domestic,New Well,240,106,0,0
257073,Ashfield,46,South Street,46 South Street Ashfield MA,,,6/8/1996,Domestic,New Well,240,27,40,40
257074,Ashfield,1544,Baptist Corner Road,1544 Baptist Corner Road Ashfield MA,,,6/4/1996,Domestic,New Well,120,22,10,10
257075,Ashfield,,Apple Valley Road, Apple Valley Road Ashfield MA,,,8/7/1991,Domestic,New Well,160,33,30,30
257076,Ashfield,,Bear Mountain Drive, Bear Mountain Drive Ashfield MA,,,6/13/1991,Domestic,New Well,214,12,20,20
257077,Ashfield,,March Road, March Road Ashfield MA,,,4/19/1991,Domestic,New Well,125,8,10,10
257078,Ashfield,,Route 116, Route 116 Ashfield MA,,,5/24/1996,Public Water Supply,New Well,240,55,14,14
257079,Ashfield,,Beldingville Road, Beldingville Road Ashfield MA,,,2/3/1991,Domestic,New Well,280,106,30,30
257080,Ashfield,,Hawley Road, Hawley Road Ashfield MA,,,11/2/1990,Domestic,New Well,160,10,45,45
257081,Ashfield,,Hill Road, Hill Road Ashfield MA,,,3/15/1996,Domestic,New Well,455,90,4,4
257082,Ashfield,,Baptist Corner Road, Baptist Corner Road Ashfield MA,,,10/19/1990,Domestic,New Well,200,147,20,20
257083,Ashfield,,Old Stage Road, Old Stage Road Ashfield MA,,,1/23/1996,Domestic,New Well,220,8,8,8
257084,Ashfield,,Bailey Road, Bailey Road Ashfield MA,,,10/18/1990,Domestic,New Well,400,5,50,50
257085,Ashfield,,Baptist Corner Road, Baptist Corner Road Ashfield MA,,,10/6/1990,Domestic,New Well,140,71,20,20
257086,Ashfield,,West Road, West Road Ashfield MA,,,9/26/1990,Domestic,New Well,160,40,8,8
257087,Ashfield,,Murray Road, Murray Road Ashfield MA,,,12/20/1995,Domestic,New Well,280,50,40,40
257088,Ashfield,,Main Street, Main Street Ashfield MA,,,7/1/1990,Domestic,New Well,160,110,20,20
257089,Ashfield,,Main Street, Main Street Ashfield MA,,,5/17/1990,Domestic,New Well,120,70,0,0
257090,Ashfield,,Baptist Corner Road, Baptist Corner Road Ashfield MA,,,4/30/1990,Domestic,New Well,200,60,20,20
257091,Ashfield,,Williamsburg Road, Williamsburg Road Ashfield MA,,,4/3/1990,Domestic,New Well,140,29,5,5
257092,Ashfield,,Route 112, Route 112 Ashfield MA,,,1/3/1990,Domestic,New Well,285,40,,0
257093,Ashfield,,Route 112 South, Route 112 South Ashfield MA,,,11/7/1989,Domestic,New Well,300,7,0,0
257094,Ashfield,,March Road, March Road Ashfield MA,,,11/2/1989,Domestic,New Well,320,3,40,40
257095,Ashfield,,Beldingville Road, Beldingville Road Ashfield MA,,,10/12/1989,Domestic,New Well,200,150,20,20
257097,Ashfield,,Murrary Road, Murrary Road Ashfield MA,,,12/5/1995,Domestic,New Well,225,30,30,30
